File,Features,Value
r_0human262168_93137-hq.wav,"[ 1.20143569e-03  3.85457464e-03  1.06420077e-03  9.69528885e+01
  2.40654984e+01 -1.62012009e+02 -2.27168102e+01 -2.78312531e+01
 -2.55099220e+01  4.52523120e-04  8.20029934e-04  2.08023193e-04
  8.29657831e-04  7.05015089e-04  4.33408626e-04 -4.40160942e+01
  1.75592780e+00  1.80777597e+00  1.70287192e+00  1.35302818e+00]",[0.28537832]
r_0nature35139_328279-hq.wav,"[ 3.29328002e-03  4.58915159e-03  2.71272915e-03  9.15849609e+01
  5.77309532e+01 -1.81003952e+02 -4.66167908e+01 -4.67745132e+01
 -4.67328606e+01  6.91562891e-04  6.92550442e-04  7.54055975e-04
  1.34158228e-03  1.37287925e-03  5.80029155e-04 -4.25261345e+01
  1.20493650e+00  1.11117101e+00  1.10787976e+00  6.91340864e-01]",[0.53018104]
Oz Pretty Beach wind ii.wav,"[ 2.41107028e-03  1.77456043e-03  2.27649487e-03  3.65794220e+01
  5.30136452e+01 -1.26976105e+02 -1.95512848e+01 -1.96634064e+01
 -1.95377121e+01  4.03582933e-04  3.02960310e-04  4.50724270e-04
  4.99133952e-04  4.02474980e-04  3.89289635e-04 -3.14535904e+01
  3.57621461e-01  2.92206556e-01  2.32491836e-01  1.26800045e-01]",[0.22677975]
r_0mechanical132592_1634107-hq.wav,"[ 6.18042483e-04  1.75490743e-03  2.24399730e-03  4.47335777e+01
  5.15634079e+01 -1.02551712e+02 -4.21374626e+01 -4.41764526e+01
 -4.29941788e+01  2.87664996e-04  4.04195249e-04  1.61761927e-04
  3.65769549e-04  5.45167422e-04  8.21569585e-04 -3.98696971e+00
  1.63513362e+00  1.56851125e+00  1.49170148e+00  1.05227053e+00]",[0.56186382]
r_0quiet164202_2977885-hq.wav,"[ 6.06714275e-05  1.45466867e-04  3.37709277e-03  6.04596186e+00
  5.83510971e+01 -9.66026306e+01 -4.61829453e+01 -4.62014084e+01
 -4.62672272e+01  8.27663371e-06  6.24739623e-05  1.33456542e-05
  1.22934971e-05  3.39778089e-05  1.08329899e-04 -3.23344827e-01
  1.05098879e+00  8.93005550e-01  1.08423591e+00  8.10729921e-01]",[0.66057826]
r_0mechanical328750_2472895-hq.wav,"[ 1.11680024e-03  7.85970245e-04  6.88628585e-04  2.22497940e+01
  1.57580509e+01 -1.30663895e+02 -1.48464355e+01 -1.56370077e+01
 -1.55705490e+01  6.23810338e-05  1.96693974e-04  2.16679400e-04
  9.34525160e-05  1.72852189e-04  1.97219138e-04 -2.05786057e+01
  1.89460385e+00  1.74684477e+00  1.74554527e+00  1.34949195e+00]",[0.27059167]
r_1human54889_29541-hq.wav,"[ 1.16778840e-03  7.02846656e-03  3.93262599e-03  1.42436981e+02
  8.83062439e+01 -6.43438721e+01 -5.91768646e+01 -6.00652657e+01
 -5.89807777e+01  1.94482564e-03  1.07978482e-03  2.13968364e-04
  1.48217706e-03  1.21815584e-03  7.40738702e-04  1.75069256e+01
  1.16545379e+00  9.75163281e-01  9.32769179e-01  5.87891161e-01]",[0.56148627]
r_0nature39832_28216-hq.wav,"[ 7.47792539e-04  5.04137191e-04  4.25490667e-04  1.02873421e+01
  1.14203901e+01 -6.34463730e+01 -3.92948303e+01 -3.93364372e+01
 -3.92068748e+01  8.83925095e-05  8.40203720e-05  1.62138283e-04
  1.46385108e-04  1.30302549e-04  1.00849807e-04  6.07312469e+01
  1.67112720e+00  1.55379009e+00  1.51950979e+00  1.35242712e+00]",[0.68521732]
r_0quiet241731_4401185-hq.wav,"[ 3.17478349e-04  3.26215348e-04  2.86463794e-04  6.60244608e+00
  5.82028818e+00 -4.66562920e+01 -5.24946823e+01 -5.25616875e+01
 -5.25212784e+01  7.62831332e-05  4.98560512e-05  6.01003630e-05
  8.20009882e-05  8.41483416e-05  4.85854034e-05  2.94014320e+01
  9.40823555e-01  8.64518464e-01  8.39764178e-01  4.53498304e-01]",[0.61519072]
r_0society51181_565076-hq.wav,"[ 9.31781251e-04  8.43486458e-04  1.27250992e-03  1.67940502e+01
  2.19956093e+01 -1.91391403e+02 -2.07079391e+01 -2.09533100e+01
 -2.08716450e+01  2.10620041e-04  1.30602697e-04  1.80768737e-04
  2.34908191e-04  2.34259787e-04  1.80395247e-04 -1.15740211e+02
  1.88666534e+00  1.84748566e+00  1.84729588e+00  1.24870670e+00]",[0.3978821]
r_0human339271_2631614-hq.wav,"[ 3.03168828e-03  1.16061280e-02  9.65688284e-03  1.72773926e+02
  2.48286316e+02 -2.17463867e+02 -2.73729649e+01 -2.94689388e+01
 -2.70672913e+01  2.44993065e-03  1.43088505e-03  5.06439363e-04
  4.17616917e-03  1.97712844e-03  2.27024755e-03 -9.25204391e+01
  2.09146309e+00  2.17480326e+00  2.34796977e+00  1.79576111e+00]",[0.43352423]
r_0mechanical53482_215874-hq.wav,"[ 7.48608401e-03  5.01712365e-03  4.79973853e-03  1.04607803e+02
  1.09612503e+02 -1.00526817e+02 -1.92582359e+01 -1.92898140e+01
 -1.90658417e+01  1.08966441e-03  8.98431870e-04  1.02475367e-03
  1.50260841e-03  8.75075988e-04  1.04370608e-03  2.69704610e-01
  1.97615671e+00  1.61530268e+00  1.34416008e+00  1.10003519e+00]",[0.17958082]
r_0nature58926_533680-hq.wav,"[ 2.93237111e-03  2.59751664e-03  1.62461482e-03  3.51242638e+01
  3.32320290e+01 -7.56625061e+01 -2.69378948e+01 -2.70417309e+01
 -2.73800831e+01  1.64114940e-03  3.03228560e-04  2.63322901e-04
  8.87458271e-04  2.89970514e-04  5.72224846e-04  5.41253777e+01
  1.72388518e+00  1.64419389e+00  1.62026155e+00  1.39112604e+00]",[0.57202307]
r_0society74324_1116756-hq.wav,"[ 2.77432892e-03  5.96167985e-03  1.38021791e-02  2.25024017e+02
  3.18928467e+02 -1.18910202e+02 -3.54195480e+01 -3.58072853e+01
 -3.56391182e+01  5.08141413e-04  2.32355413e-03  5.57890860e-04
  4.12762718e-04  1.53292541e-03  4.65768017e-03 -1.03201151e+01
  1.67236173e+00  1.59133267e+00  1.52009571e+00  1.22339213e+00]",[0.57317112]
r_0society145399_2592237-hq.wav,"[ 7.17239804e-04  1.78383943e-03  6.66547625e-04  3.72190933e+01
  1.73058624e+01 -1.33675522e+02 -4.97063293e+01 -5.05612297e+01
 -5.00289230e+01  6.79965306e-04  2.78281688e-04  1.32324232e-04
  4.30069020e-04  3.86814150e-04  1.36231858e-04 -3.29846382e+01
  1.26385379e+00  1.25425470e+00  1.38111758e+00  9.12856579e-01]",[0.71256694]
r_0quiet53593_520316-hq.wav,"[ 1.77895580e-03  3.85513855e-03  3.32631147e-03  7.39012604e+01
  6.93237457e+01 -9.56929169e+01 -4.67201309e+01 -4.69334259e+01
 -4.68744164e+01  6.67553861e-04  5.43809729e-04  4.22919489e-04
  9.83923906e-04  9.92636895e-04  3.53943469e-04  8.46013069e+00
  1.15714419e+00  1.11574996e+00  1.05254316e+00  7.18564868e-01]",[0.54375791]
r_0nature131455_2337088-hq.wav,"[ 2.09029007e-04  4.72909334e-04  3.37179925e-04  9.02918339e+00
  7.46260977e+00 -5.03605576e+01 -4.58122101e+01 -4.77730103e+01
 -4.75555573e+01  1.27213076e-04  7.35682625e-05  3.37747733e-05
  1.12665402e-04  5.86560091e-05  6.48773203e-05  3.97836990e+01
  1.03655386e+00  9.76731241e-01  1.04497969e+00  6.96643591e-01]",[0.64177082]
r_6mechanical66618_800302-hq.wav,"[ 1.60162570e-03  1.07942824e-03  7.37233320e-04  2.04227009e+01
  1.44559021e+01 -1.16373589e+02 -1.42195139e+01 -1.42361965e+01
 -1.41743917e+01  3.34672368e-04  1.54823021e-04  3.05423484e-04
  3.30923969e-04  2.66339717e-04  1.52370369e-04  8.11962509e+00
  1.80037594e+00  1.76333761e+00  1.70282102e+00  1.30242574e+00]",[0.32029727]
r_0mechanical166635_2015227-hq.wav,"[ 8.73086916e-04  6.86654763e-04  3.70011607e-04  1.50150023e+01
  9.16163540e+00 -1.18373390e+02 -3.75956535e+01 -3.76534348e+01
 -3.73920898e+01  9.73872448e-05  1.14807197e-04  1.92298437e-04
  1.76104688e-04  1.99554619e-04  1.02240534e-04 -3.26812592e+01
  1.65610933e+00  1.65205586e+00  1.58039093e+00  1.29941511e+00]",[0.61690566]
r_0nature110575_28867-hq.wav,"[ 1.41948787e-03  8.61904875e-04  8.58775049e-04  1.78745289e+01
  2.16167412e+01 -6.55663834e+01 -3.89877281e+01 -4.02290039e+01
 -3.79123764e+01  1.95981032e-04  1.48506340e-04  2.88796204e-04
  2.65740324e-04  2.43218208e-04  2.29440047e-04  3.52326202e+01
  1.69718540e+00  1.56294000e+00  1.49480820e+00  1.27484643e+00]",[0.63110486]
r_0human125859_43-hq.wav,"[ 1.32771931e-03  1.47247512e-03  2.11359438e-04  3.96442337e+01
  7.66976929e+00 -1.30321701e+02 -2.99674759e+01 -3.19567032e+01
 -2.94850883e+01  1.03733633e-04  3.03756708e-04  3.63848376e-04
  1.77431197e-04  3.83865496e-04  5.29931094e-05 -1.92422333e+01
  1.63033199e+00  1.48483086e+00  1.46780443e+00  1.07133901e+00]",[0.47657408]
r_0quiet242174_2979316-hq.wav,"[ 9.22881227e-05  2.44593859e-04  4.40987147e-04  6.61565351e+00
  1.00741701e+01 -7.17422104e+01 -5.32855644e+01 -5.59910851e+01
 -5.33877792e+01  2.74669856e-05  5.71913552e-05  2.24541454e-05
  4.41833035e-05  7.42224365e-05  6.75749761e-05  1.59494381e+01
  1.13531470e+00  1.17154384e+00  1.09558976e+00  7.25674927e-01]",[0.66376045]
r_0mechanical234008_1274078-hq.wav,"[ 6.54035539e-04  8.59567255e-04  7.62477983e-04  1.82493057e+01
  1.44937696e+01 -7.49584656e+01 -4.02092514e+01 -4.40138474e+01
 -4.25728188e+01  3.61019716e-04  1.32783738e-04  1.54821071e-04
  2.05210017e-04  2.21151015e-04  8.08871991e-05  2.12531719e+01
  2.12518406e+00  2.20038342e+00  2.17660284e+00  1.79977572e+00]",[0.62470963]
r_0human106568_7037-hq.wav,"[ 4.50034277e-04  5.31281403e-04  1.42478140e-03  1.45108395e+01
  3.94616432e+01 -1.35605026e+02 -2.58347569e+01 -2.60221443e+01
 -2.60302448e+01  7.77363093e-05  1.45945160e-04  9.31280811e-05
  1.44311576e-04  1.38198448e-04  2.57129432e-04 -2.84305210e+01
  1.81659818e+00  1.66300499e+00  1.59140587e+00  1.12602544e+00]",[0.40273527]
r_0mechanical171951_114198-hq.wav,"[ 4.01512347e-03  3.10595823e-03  1.05229076e-02  1.02318321e+02
  3.00553894e+02 -1.60194473e+02 -3.44346619e+01 -3.44519119e+01
 -3.44235840e+01  3.47733177e-04  1.02270651e-03  8.69796379e-04
  4.83590236e-04  7.54677108e-04  1.86295761e-03 -3.78463249e+01
  1.71760213e+00  1.61722469e+00  1.55171597e+00  1.24547553e+00]",[0.60344831]
r_0mechanical165696_354987-hq.wav,"[ 1.16408148e-04  2.87910079e-04  4.30399872e-04  5.75206709e+00
  9.75269508e+00 -1.09958641e+02 -2.41719398e+01 -2.97623920e+01
 -2.53885574e+01  5.77623759e-05  4.93904736e-05  1.91490035e-05
  9.31932373e-05  5.02815092e-05  5.94107805e-05  1.84505329e+01
  2.24848104e+00  2.38379002e+00  2.50544333e+00  2.39528823e+00]",[0.55061555]
r_0human22388_117199-hq.wav,"[ 5.56533807e-04  3.17446934e-03  1.72281731e-03  8.26490021e+01
  3.83708649e+01 -3.99104156e+01 -5.18347626e+01 -5.47249565e+01
 -5.27750206e+01  1.29631965e-03  6.66314969e-04  1.12069662e-04
  5.51395293e-04  7.16390321e-04  4.62083786e-04  4.77048111e+01
  1.21575725e+00  1.02413034e+00  1.00642633e+00  8.49340379e-01]",[0.57172641]
r_0nature121246_1658678-hq.wav,"[ 2.26615201e-04  1.56522088e-04  2.94161669e-04  3.12853956e+00
  7.10593557e+00 -1.50877197e+02 -3.23756561e+01 -3.38986855e+01
 -3.41841812e+01  6.79757140e-05  2.64625905e-05  3.43836000e-05
  4.28728817e-05  3.03476954e-05  4.20335564e-05 -2.44232712e+01
  1.76329303e+00  1.62999451e+00  1.67078865e+00  1.32975972e+00]",[0.62972284]
r_0society35299_341440-hq.wav,"[ 1.94573402e-03  1.86510221e-03  2.53557274e-03  5.08798599e+01
  5.23541718e+01 -1.49501404e+02 -2.93596821e+01 -2.95122623e+01
 -2.95227795e+01  2.29747719e-04  4.63553151e-04  5.15529886e-04
  4.03244136e-04  5.58896805e-04  9.24263906e-04 -5.28974075e+01
  1.80824041e+00  1.70863593e+00  1.58053839e+00  1.15966654e+00]",[0.32443446]
r_0human55495_36188-hq.wav,"[ 3.24153760e-03  5.49689261e-03  3.14937043e-03  1.51985306e+02
  6.65644073e+01 -1.03513397e+02 -4.36146240e+01 -4.37024422e+01
 -4.36628723e+01  6.23552653e-04  1.21054042e-03  7.35622423e-04
  5.38878201e-04  1.41287048e-03  7.05181970e-04  5.35706997e+00
  1.12632442e+00  1.11934817e+00  1.02104676e+00  7.18996525e-01]",[0.49141089]
r_0quiet202952_1391822-hq.wav,"[ 1.23766091e-04  8.48711643e-05  7.35366921e-05  1.68931484e+00
  1.55508924e+00 -7.64908676e+01 -4.89296074e+01 -4.91511269e+01
 -4.88714638e+01  2.90709049e-05  1.35325372e-05  2.29856851e-05
  2.55396208e-05  2.09337377e-05  1.68587576e-05  2.43502121e+01
  9.97803748e-01  9.11224484e-01  1.08998942e+00  6.53723121e-01]",[0.68170061]
r_0nature66615_800302-hq.wav,"[ 1.18006393e-03  8.23266106e-04  2.23431364e-03  1.80181847e+01
  4.85454254e+01 -1.23347008e+02 -4.35368576e+01 -4.35822449e+01
 -4.34843674e+01  1.94750406e-04  1.56130627e-04  2.37201297e-04
  2.40531081e-04  2.23414507e-04  2.64689908e-04 -9.20183754e+00
  1.22301126e+00  1.13097620e+00  1.09698260e+00  7.76661217e-01]",[0.63658548]
r_0mechanical109152_201367-hq.wav,"[ 9.47518492e-05  7.43735509e-05  6.65795524e-05  1.11327493e+00
  1.28935015e+00 -7.40658951e+01 -3.01558933e+01 -3.12082214e+01
 -2.96316090e+01  1.98837733e-05  9.52725895e-06  1.42949648e-05
  2.71728786e-05  1.34274960e-05  1.85943209e-05  1.47079391e+01
  1.57849205e+00  1.50359190e+00  1.46445918e+00  1.08650661e+00]",[0.59901943]
r_1human163146_2880190-hq.wav,"[ 2.80200783e-03  3.91576765e-03  8.10255297e-03  6.24206085e+01
  2.11285400e+02 -1.88695480e+02 -1.53634367e+01 -1.54863071e+01
 -1.52090263e+01  1.06761348e-03  5.89552918e-04  3.05242080e-04
  1.35539193e-03  4.47721133e-04  9.83251026e-04 -7.23476715e+01
  1.89200437e+00  1.77881610e+00  1.77613926e+00  1.31307912e+00]",[0.18151051]
r_0mechanical170868_1038806-hq.wav,"[ 1.78224150e-06  1.19587571e-06  6.99264945e-07  1.94539074e-02
  1.64152943e-02  4.71402397e+01 -2.01673069e+01 -2.01750736e+01
 -2.01229897e+01  3.68716940e-07  1.47420252e-07  2.52815710e-07
  3.96873617e-07  1.77631748e-07  1.49009836e-07  9.09023132e+01
  1.40656757e+00  1.29801559e+00  1.24210060e+00  1.07173085e+00]",[0.77317045]
r_1mechanical155610_2629425-hq.wav,"[ 6.69105677e-04  1.85218116e-03  3.06272646e-03  5.32684593e+01
  6.89903793e+01 -8.78361206e+01 -4.46290245e+01 -5.44099922e+01
 -4.98753586e+01  3.22637876e-04  4.49098181e-04  1.50477877e-04
  2.48634111e-04  4.65468009e-04  5.45807416e-04  3.58167624e+00
  1.90555286e+00  1.81827772e+00  1.57668769e+00  9.22694206e-01]",[0.57904494]
r_0quiet317271_3660887-hq.wav,"[ 9.50294838e-04  7.95561296e-04  1.16090989e-03  2.00175629e+01
  2.46394386e+01 -1.11798912e+02 -4.77562218e+01 -4.78972435e+01
 -4.77654648e+01  1.38234158e-04  1.73332228e-04  1.84732417e-04
  1.86161953e-04  2.35397951e-04  2.83462490e-04 -2.07351131e+01
  1.13829613e+00  1.01551986e+00  9.08928156e-01  4.87994224e-01]",[0.68279677]
r_0society136666_1285378-hq.wav,"[ 1.37422176e-03  1.08510326e-03  2.37476244e-03  3.06816864e+01
  6.19312248e+01 -1.20766037e+02 -3.72031517e+01 -3.75198135e+01
 -3.70515594e+01  1.64050842e-04  2.91355012e-04  2.64232425e-04
  2.01193950e-04  2.82106135e-04  5.19521942e-04 -1.71507626e+01
  1.72801054e+00  1.66911936e+00  1.56039894e+00  1.16341424e+00]",[0.50292683]
r_0human334691_5848334-hq.wav,"[ 5.19059948e-04  1.48012384e-03  1.75785692e-03  3.64318352e+01
  3.80990334e+01 -1.45053528e+02 -2.20321178e+01 -2.34527245e+01
 -2.23447113e+01  4.76065296e-04  3.13283643e-04  8.75558471e-05
  3.43939668e-04  2.62605812e-04  3.66421737e-04 -3.61126900e+01
  1.93790519e+00  1.86654484e+00  1.86306405e+00  1.67783773e+00]",[0.2790354]
r_0human214147_1661766-hq.wav,"[ 2.82037654e-03  1.99704967e-03  8.00359622e-03  6.13856735e+01
  1.74718781e+02 -1.80718369e+02 -2.14542427e+01 -2.14695816e+01
 -2.13888454e+01  2.04698314e-04  5.89102507e-04  5.83038840e-04
  3.01295891e-04  5.04403724e-04  1.13596825e-03 -6.17857552e+01
  1.95777297e+00  1.82808948e+00  1.69086325e+00  1.26524520e+00]",[0.13962064]
r_0mechanical209297_828493-hq.wav,"[ 1.00036408e-03  7.05211831e-04  5.31344209e-04  1.20191317e+01
  1.28620834e+01 -9.46700439e+01 -2.37493019e+01 -2.44119568e+01
 -2.43724289e+01  1.84871285e-04  9.62398117e-05  1.57735703e-04
  2.39084868e-04  1.40942866e-04  1.18688789e-04  2.09364128e+01
  1.78096962e+00  1.71973288e+00  1.70947278e+00  1.58005440e+00]",[0.52009598]
r_0nature118777_1708550-hq.wav,"[ 1.87647511e-05  1.35180680e-05  2.25035415e-04  3.25719267e-01
  3.12571883e+00 -8.44179077e+01 -5.57954636e+01 -5.90326614e+01
 -5.46359444e+01  2.53531198e-06  2.69122916e-06  3.68916858e-06
  3.56192299e-06  3.56502005e-06  3.98786733e-06  1.04566491e+00
  9.61955369e-01  8.97886872e-01  9.86007392e-01  4.47488070e-01]",[0.70823827]
r_0human257644_3865966-hq.wav,"[ 7.36039190e-04  3.90448445e-03  1.42473844e-03  7.66514893e+01
  3.70974350e+01 -5.71180191e+01 -5.62363548e+01 -6.19160767e+01
 -5.71875610e+01  6.61210041e-04  5.80161810e-04  1.38523887e-04
  9.05981695e-04  8.13561550e-04  3.14246136e-04  1.61970139e+01
  1.13735211e+00  9.74708617e-01  9.58544552e-01  5.42097747e-01]",[0.55829001]
r_0quiet319150_1648170-hq.wav,"[ 2.83945046e-05  1.98811213e-05  1.96811088e-05  4.43562239e-01
  4.70368296e-01 -1.24683403e+02 -3.43827629e+01 -3.73909721e+01
 -3.68917694e+01  3.84526857e-06  3.75408308e-06  5.43967508e-06
  5.28538703e-06  4.80436802e-06  4.59189778e-06 -1.81977546e+00
  1.58328199e+00  1.53879786e+00  1.71364546e+00  1.26548851e+00]",[0.67438109]
r_0quiet204510_878508-hq.wav,"[ 4.30488202e-04  2.99184874e-04  1.54846508e-04  6.39447927e+00
  3.51473808e+00 -3.53803711e+01 -3.43584824e+01 -3.43684273e+01
 -3.43208466e+01  5.78651525e-05  4.97364454e-05  8.83717730e-05
  7.82922943e-05  7.71756750e-05  4.48131141e-05  5.40978127e+01
  1.56020629e+00  1.45727324e+00  1.42004406e+00  1.11507988e+00]",[0.65862983]
pebbles.wav,"[ 1.63252247e-04  5.46524883e-04  8.39604356e-04  1.07445278e+01
  1.79857407e+01 -6.74079208e+01 -3.66926041e+01 -3.93842468e+01
 -3.60217438e+01  2.08274563e-04  8.61213339e-05  3.23930799e-05
  1.59322328e-04  9.91862180e-05  9.82943966e-05  4.01996231e+01
  5.00619054e-01  6.38300061e-01  9.24150884e-01  1.07002854e+00]",[0.65566429]
oz Train Greensquare.wav,"[ 1.24971278e-03  5.87861426e-03  1.22922007e-03  5.82681236e+01
  3.26270065e+01 -6.98180695e+01 -3.03605938e+01 -3.08845406e+01
 -3.01016369e+01  1.28580886e-03  3.73099407e-04  1.62517885e-04
  2.47466774e-03  6.64343243e-04  2.82070250e-04  4.79599838e+01
  6.02488279e-01  5.68017244e-01  5.10263383e-01  1.00995004e+00]",[0.52854223]
r_0society80258_1123190-hq.wav,"[ 2.83355848e-03  6.09560125e-03  1.86815206e-02  9.27467499e+01
  5.96769531e+02 -1.03745804e+02 -3.26771622e+01 -3.52050133e+01
 -3.40050392e+01  9.40349477e-04  6.82824524e-04  6.93919079e-04
  2.12516868e-03  1.63415051e-03  7.23488163e-04  9.54475880e+00
  1.62788630e+00  1.55025220e+00  1.46314394e+00  1.29519761e+00]",[0.24995969]
r_0society221274_3739892-hq.wav,"[ 9.21919884e-04  1.10735069e-03  2.37110630e-03  4.17495613e+01
  4.21902084e+01 -1.12573029e+02 -3.86527748e+01 -3.91967964e+01
 -3.89317818e+01  1.02949591e-04  4.19210672e-04  1.98968381e-04
  1.40592165e-04  2.54933315e-04  7.51417188e-04 -2.60097313e+01
  1.73838317e+00  1.62463844e+00  1.49745190e+00  1.17708671e+00]",[0.51739775]
r_0nature95258_1574595-hq.wav,"[ 4.82223346e-04  1.95523840e-03  3.88139300e-03  6.55988388e+01
  8.19467621e+01 -3.05895252e+01 -5.97637405e+01 -6.26935730e+01
 -6.14939880e+01  2.16415341e-04  6.39142818e-04  1.19217992e-04
  3.81750608e-04  5.42130962e-04  1.10518665e-03  4.43212852e+01
  1.19504762e+00  1.10739100e+00  1.10829604e+00  9.21287179e-01]",[0.6030721]
r_0mechanical201176_401348-hq.wav,"[ 4.80293442e-04  4.89144004e-04  7.30988279e-04  1.07849092e+01
  1.64562531e+01 -1.43041504e+02 -2.09010201e+01 -2.09377460e+01
 -2.07565823e+01  9.80391487e-05  9.05806883e-05  9.61614933e-05
  1.22797937e-04  1.08582972e-04  1.13896152e-04 -2.37217255e+01
  1.85005772e+00  1.81420863e+00  1.81481302e+00  1.50578320e+00]",[0.38544469]
r_0human102617_425689-hq.wav,"[ 5.81323053e-04  4.72935848e-04  7.25679391e-04  1.09125891e+01
  1.75836792e+01 -7.27738571e+01 -4.92520409e+01 -5.15111885e+01
 -5.11679955e+01  8.96979764e-05  9.01576423e-05  1.14078241e-04
  1.12080372e-04  1.16075506e-04  1.13484159e-04  2.37709694e+01
  1.05733263e+00  1.00077915e+00  1.02359438e+00  7.41341293e-01]",[0.6673276]
r_0nature154999_130385-hq.wav,"[ 5.27246681e-04  3.96684802e-04  4.82814416e-04  8.66258717e+00
  1.12695532e+01 -8.15119324e+01 -4.22283287e+01 -4.32372894e+01
 -4.28412361e+01  7.09208325e-05  7.18550873e-05  1.00313926e-04
  1.08849017e-04  1.00209305e-04  9.59143144e-05  4.03910875e+00
  1.20942044e+00  1.16696262e+00  1.04955792e+00  7.19373465e-01]",[0.64748745]
